IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0015063_UBERON_0004765,"","","UBERON_0004765","autopod endochondral element","organ"
UBERON_0015064_UBERON_0004765,"","","UBERON_0004765","autopod cartilage","organ"
UBERON_0015067_UBERON_0004765,"","","UBERON_0004765","centrale endochondral element","organ"
UBERON_0015068_UBERON_0004765,"","","UBERON_0004765","distal carpal endochondral element","organ"
UBERON_0015069_UBERON_0004765,"","","UBERON_0004765","distal carpal cartilage element","organ"
UBERON_0015077_UBERON_0004765,"","","UBERON_0004765","centrale cartilage","organ"
UBERON_0015078_UBERON_0004765,"","","UBERON_0004765","proximal carpal endochondral element","organ"
UBERON_0015079_UBERON_0004765,"","","UBERON_0004765","proximal carpal cartilage","organ"
UBERON_0015080_UBERON_0004765,"","","UBERON_0004765","proximal carpal bone pre-cartilage condensation","organ"
UBERON_0015081_UBERON_0004765,"","","UBERON_0004765","proximal tarsal endochondral element","organ"
UBERON_0015082_UBERON_0004765,"","","UBERON_0004765","proximal tarsal cartilage","organ"
UBERON_0015083_UBERON_0004765,"","","UBERON_0004765","proximal tarsal bone pre-cartilage condensation","organ"
UBERON_0015084_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 1 endochondral element","organ"
UBERON_0015085_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 1 cartilage","organ"
UBERON_0015086_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 1 pre-cartilage condensation","organ"
UBERON_0015087_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 2 endochondral element","organ"
UBERON_0015088_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 2 cartilage","organ"
UBERON_0015089_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 2 pre-cartilage condensation","organ"
UBERON_0015090_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 3 endochondral element","organ"
UBERON_0015091_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 3 cartilage","organ"
UBERON_0015092_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 3 pre-cartilage condensation","organ"
UBERON_0015093_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 4 endochondral element","organ"
UBERON_0015094_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 4 cartilage","organ"
UBERON_0015095_UBERON_0004765,"","","UBERON_0004765","distal carpal bone 4 pre-cartilage condensation","organ"
UBERON_0015099_UBERON_0004765,"","","UBERON_0004765","distal tarsal endochondral element","organ"
UBERON_0015100_UBERON_0004765,"","","UBERON_0004765","distal tarsal cartilage","organ"
UBERON_0015101_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone pre-cartilage condensation","organ"
UBERON_0015102_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 1 endochondral element","organ"
UBERON_0015103_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 1 cartilage","organ"
UBERON_0015104_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 1 pre-cartilage condensation","organ"
UBERON_0015105_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 2 endochondral element","organ"
UBERON_0015106_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 2 cartilage","organ"
UBERON_0015107_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 2 pre-cartilage condensation","organ"
UBERON_0015108_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 3 endochondral element","organ"
UBERON_0015109_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 3 cartilage","organ"
UBERON_0015110_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 3 pre-cartilage condensation","organ"
UBERON_0015111_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 4 endochondral element","organ"
UBERON_0015112_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 4 cartilage","organ"
UBERON_0015113_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 4 pre-cartilage condensation","organ"
UBERON_0015114_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 5 endochondral element","organ"
UBERON_0015115_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 5 cartilage","organ"
UBERON_0015116_UBERON_0004765,"","","UBERON_0004765","distal tarsal bone 5 pre-cartilage condensation","organ"
UBERON_0015152_HUDECA_0000002,"","","HUDECA_0000002","gland of ocular region","organ"
UBERON_0015154_HUDECA_0000002,"","","HUDECA_0000002","lateral gland of orbital region","organ"
UBERON_0015165_UBERON_0000970,"","","UBERON_0000970","multi-unit eye","organ"
UBERON_0015228_HUDECA_0000002,"","","HUDECA_0000002","circulatory organ","organ"
UBERON_0015410_HUDECA_0000002,"","","HUDECA_0000002","heart plus pericardium","organ"
UBERON_0015453_UBERON_0005057,"","organ part - ","UBERON_0005057","subcutaneous lymph node","organ"
UBERON_0015469_UBERON_0005057,"","","UBERON_0005057","splenic lymph node","organ"
UBERON_0015472_UBERON_0005057,"","","UBERON_0005057","tracheobronchial lymph node","organ"
UBERON_0015789_HUDECA_0000002,"","","HUDECA_0000002","cranial or facial muscle","organ"
UBERON_0015857_UBERON_0005057,"","","UBERON_0005057","parotid lymph node","organ"
UBERON_0015859_UBERON_0005057,"","","UBERON_0005057","hepatic lymph node","organ"
UBERON_0015860_UBERON_0005057,"","","UBERON_0005057","visceral abdominal lymph node","organ"
UBERON_0015863_UBERON_0005057,"","","UBERON_0005057","gastric lymph node","organ"
UBERON_0015865_UBERON_0005057,"","","UBERON_0005057","pancreaticosplenic lymph node","organ"
UBERON_0015867_UBERON_0005057,"","","UBERON_0005057","cystic lymph node","organ"
UBERON_0015868_UBERON_0005057,"","","UBERON_0005057","lymph node of epiploic foramen","organ"
UBERON_0015870_UBERON_0005057,"","","UBERON_0005057","lymph node of head","organ"
UBERON_0015871_UBERON_0005057,"","","UBERON_0005057","facial lymph node","organ"
UBERON_0015876_UBERON_0005057,"","","UBERON_0005057","pelvic lymph node","organ"
UBERON_0015877_UBERON_0005057,"","","UBERON_0005057","parietal pelvic lymph node","organ"
UBERON_0015878_UBERON_0005057,"","","UBERON_0005057","common iliac lymph node","organ"
UBERON_0015880_UBERON_0005057,"","","UBERON_0005057","external iliac lymph node","organ"
UBERON_0015881_UBERON_0005057,"","","UBERON_0005057","internal iliac lymph node","organ"
UBERON_0015883_UBERON_0005057,"","","UBERON_0005057","gluteal lymph node","organ"
UBERON_0015884_UBERON_0005057,"","","UBERON_0005057","presymphysial lymph node","organ"
UBERON_0015895_UBERON_0005057,"","","UBERON_0005057","proximal deep inguinal lymph node","organ"
UBERON_0015917_UBERON_0005057,"","","UBERON_0005057","superficial lymph node","organ"
UBERON_0015918_UBERON_0005057,"","","UBERON_0005057","deep lymph node","organ"
UBERON_0015923_UBERON_0005057,"","","UBERON_0005057","superficial parotid lymph node","organ"
UBERON_0016378_UBERON_0005057,"","","UBERON_0005057","ileocolic lymph node","organ"
UBERON_0016386_UBERON_0005057,"","","UBERON_0005057","paraaortic lymph node","organ"
UBERON_0016392_UBERON_0005057,"","","UBERON_0005057","mastoid lymph node","organ"
UBERON_0016393_UBERON_0005057,"","","UBERON_0005057","deep parotid lymph node","organ"
UBERON_0016394_UBERON_0005057,"","","UBERON_0005057","anterior auricular lymph node","organ"
UBERON_0016395_UBERON_0005057,"","","UBERON_0005057","infra-auricular lymph node","organ"
UBERON_0016396_UBERON_0005057,"","","UBERON_0005057","intraglandular lymph node","organ"
UBERON_0016397_UBERON_0005057,"","","UBERON_0005057","submental lymph node","organ"
UBERON_0016398_UBERON_0005057,"","","UBERON_0005057","lymph node of lower limb","organ"
UBERON_0016399_UBERON_0005057,"","","UBERON_0005057","lymph node of upper limb","organ"
UBERON_0016401_UBERON_0005057,"","","UBERON_0005057","pancreaticoduodenal lymph node","organ"
UBERON_0016452_UBERON_0004765,"","","UBERON_0004765","upper secondary premolar tooth","organ"
UBERON_0016453_UBERON_0004765,"","","UBERON_0004765","lower secondary premolar tooth","organ"
UBERON_0016454_UBERON_0004765,"","","UBERON_0004765","upper central secondary incisor tooth","organ"
UBERON_0016455_UBERON_0004765,"","","UBERON_0004765","upper lateral secondary incisor tooth","organ"
UBERON_0016476_UBERON_0004765,"","","UBERON_0004765","primary incisor tooth","organ"
UBERON_0016493_HUDECA_0000002,"","","HUDECA_0000002","palmaris longus muscle","organ"
UBERON_0016508_UBERON_0000045,"","","UBERON_0000045","pelvic ganglion","organ"
UBERON_0016943_UBERON_0004765,"","","UBERON_0004765","lower premolar tooth","organ"
UBERON_0016944_UBERON_0004765,"","","UBERON_0004765","upper premolar tooth","organ"
UBERON_0017261_UBERON_0004765,"","","UBERON_0004765","intertarsal sesamoid","organ"
UBERON_0017269_UBERON_0004765,"","","UBERON_0004765","primary premolar tooth","organ"
UBERON_0017271_UBERON_0004765,"","","UBERON_0004765","upper primary premolar tooth","organ"
UBERON_0017272_UBERON_0004765,"","","UBERON_0004765","lower primary premolar tooth","organ"
UBERON_0017618_HUDECA_0000002,"","","HUDECA_0000002","extensor pollicis brevis muscle","organ"
UBERON_0017647_HUDECA_0000002,"","","HUDECA_0000002","prevertebral muscle of neck","organ"
UBERON_0017748_UBERON_0004765,"","","UBERON_0004765","lower primary incisor tooth","organ"
UBERON_0017750_UBERON_0004765,"","","UBERON_0004765","proximal mesopodial endochondral element","organ"
UBERON_0017751_UBERON_0004765,"","","UBERON_0004765","proximal mesopodial cartilage element","organ"
UBERON_0018099_UBERON_0004765,"","","UBERON_0004765","distal mesopodial endochondral element","organ"
UBERON_0018100_UBERON_0004765,"","","UBERON_0004765","distal mesopodial cartilage element","organ"
UBERON_0018101_UBERON_0004765,"","","UBERON_0004765","distal mesopodial pre-cartilage condensation","organ"
UBERON_0018102_UBERON_0004765,"","","UBERON_0004765","distal mesopodial bone","organ"
UBERON_0018108_HUDECA_0000002,"","","HUDECA_0000002","superior auricular muscle","organ"
UBERON_0018109_HUDECA_0000002,"","","HUDECA_0000002","anterior auricular muscle","organ"
UBERON_0018110_HUDECA_0000002,"","","HUDECA_0000002","posterior auricular muscle","organ"
UBERON_0018142_UBERON_0004765,"","","UBERON_0004765","caudal vertebra endochondral element","organ"
UBERON_0018144_UBERON_0004765,"","","UBERON_0004765","cervical rib","organ"
UBERON_0018145_UBERON_0004765,"","","UBERON_0004765","lumbar rib","organ"
UBERON_0018154_HUDECA_0000002,"","","HUDECA_0000002","ligament of middle ear","organ"
UBERON_0018156_HUDECA_0000002,"","","HUDECA_0000002","malleal ligament","organ"
UBERON_0018161_HUDECA_0000002,"","","HUDECA_0000002","annular ligament of stapes","organ"
UBERON_0018282_UBERON_0004765,"","","UBERON_0004765","lower molar 3","organ"
UBERON_0018284_UBERON_0004765,"","","UBERON_0004765","lower premolar 1","organ"
UBERON_0018285_UBERON_0004765,"","","UBERON_0004765","lower premolar 2","organ"
UBERON_0018294_UBERON_0004765,"","","UBERON_0004765","premolar 1","organ"
UBERON_0018302_UBERON_0004765,"","","UBERON_0004765","upper molar 1","organ"
UBERON_0018376_UBERON_0004765,"","","UBERON_0004765","molar tooth 1","organ"
UBERON_0018377_UBERON_0004765,"","","UBERON_0004765","molar tooth 3","organ"
UBERON_0018411_HUDECA_0000002,"","","HUDECA_0000002","ligament of hip joint","organ"
UBERON_0018544_HUDECA_0000002,"","","HUDECA_0000002","trigeminal nerve muscle","organ"
UBERON_0018550_UBERON_0004765,"","","UBERON_0004765","secondary incisor tooth","organ"
UBERON_0018551_UBERON_0004765,"","","UBERON_0004765","central incisor tooth","organ"
UBERON_0018552_UBERON_0004765,"","","UBERON_0004765","lateral incisor tooth","organ"
UBERON_0018553_UBERON_0004765,"","","UBERON_0004765","primary central incisor tooth","organ"
UBERON_0018554_UBERON_0004765,"","","UBERON_0004765","primary lateral incisor tooth","organ"
UBERON_0018561_UBERON_0004765,"","","UBERON_0004765","upper secondary canine tooth","organ"
UBERON_0018562_UBERON_0004765,"","","UBERON_0004765","lower secondary canine tooth","organ"
UBERON_0018568_UBERON_0004765,"","","UBERON_0004765","lower central secondary incisor tooth","organ"
UBERON_0018570_UBERON_0004765,"","","UBERON_0004765","lower lateral secondary incisor tooth","organ"
UBERON_0018571_UBERON_0004765,"","","UBERON_0004765","upper first secondary premolar tooth","organ"
UBERON_0018572_UBERON_0004765,"","","UBERON_0004765","upper second secondary premolar tooth","organ"
UBERON_0018573_UBERON_0004765,"","","UBERON_0004765","lower first secondary premolar tooth","organ"
UBERON_0018574_UBERON_0004765,"","","UBERON_0004765","lower second secondary premolar tooth","organ"
UBERON_0018575_UBERON_0004765,"","","UBERON_0004765","upper first secondary molar tooth","organ"
UBERON_0018576_UBERON_0004765,"","","UBERON_0004765","upper second secondary molar tooth","organ"
UBERON_0018577_UBERON_0004765,"","","UBERON_0004765","upper third secondary molar tooth","organ"
UBERON_0018578_UBERON_0004765,"","","UBERON_0004765","lower first secondary molar tooth","organ"
UBERON_0018579_UBERON_0004765,"","","UBERON_0004765","lower second secondary molar tooth","organ"
UBERON_0018580_UBERON_0004765,"","","UBERON_0004765","lower third secondary molar tooth","organ"
UBERON_0018583_UBERON_0004765,"","","UBERON_0004765","primary canine tooth","organ"
UBERON_0018584_UBERON_0004765,"","","UBERON_0004765","secondary canine tooth","organ"
UBERON_0018588_UBERON_0004765,"","","UBERON_0004765","upper first primary molar tooth","organ"
UBERON_0018589_UBERON_0004765,"","","UBERON_0004765","lower first primary molar tooth","organ"
UBERON_0018591_UBERON_0004765,"","","UBERON_0004765","upper primary incisor tooth","organ"
UBERON_0018593_UBERON_0004765,"","","UBERON_0004765","upper central primary incisor tooth","organ"
UBERON_0018594_UBERON_0004765,"","","UBERON_0004765","upper lateral primary incisor tooth","organ"
UBERON_0018595_UBERON_0004765,"","","UBERON_0004765","lower central primary incisor tooth","organ"
UBERON_0018596_UBERON_0004765,"","","UBERON_0004765","lower lateral primary incisor tooth","organ"
UBERON_0018597_UBERON_0004765,"","","UBERON_0004765","upper primary canine tooth","organ"
UBERON_0018598_UBERON_0004765,"","","UBERON_0004765","lower primary canine tooth","organ"
UBERON_0018599_UBERON_0004765,"","","UBERON_0004765","upper second primary molar tooth","organ"
UBERON_0018600_UBERON_0004765,"","","UBERON_0004765","lower second primary molar tooth","organ"
UBERON_0018601_UBERON_0004765,"","","UBERON_0004765","lower central incisor tooth","organ"
UBERON_0018602_UBERON_0004765,"","","UBERON_0004765","lower lateral incisor tooth","organ"
UBERON_0018603_UBERON_0004765,"","","UBERON_0004765","upper central incisor tooth","organ"
UBERON_0018604_UBERON_0004765,"","","UBERON_0004765","upper lateral incisor tooth","organ"
UBERON_0018606_UBERON_0004765,"","","UBERON_0004765","molar tooth 2","organ"
UBERON_0018607_UBERON_0004765,"","","UBERON_0004765","permanent molar tooth 2","organ"
UBERON_0018608_UBERON_0004765,"","","UBERON_0004765","permanent molar tooth 1","organ"
UBERON_0018613_UBERON_0004765,"","","UBERON_0004765","secondary upper tooth","organ"
UBERON_0018614_UBERON_0004765,"","","UBERON_0004765","permanent lower tooth","organ"
UBERON_0018616_UBERON_0004765,"","","UBERON_0004765","primary upper tooth","organ"
UBERON_0018617_UBERON_0004765,"","","UBERON_0004765","primary lower tooth","organ"
UBERON_0018621_UBERON_0004765,"","","UBERON_0004765","upper canine tooth","organ"
UBERON_0018622_UBERON_0004765,"","","UBERON_0004765","lower canine tooth","organ"
UBERON_0018623_UBERON_0004765,"","","UBERON_0004765","lower secondary incisor tooth","organ"
UBERON_0018640_UBERON_0004765,"","","UBERON_0004765","premolar 2","organ"
UBERON_0018643_UBERON_0004765,"","","UBERON_0004765","deciduous molar tooth 2","organ"
UBERON_0018644_UBERON_0004765,"","","UBERON_0004765","deciduous molar tooth 1","organ"
UBERON_0018707_HUDECA_0000002,"","","HUDECA_0000002","bladder organ","organ"
UBERON_0019201_HUDECA_0000002,"","","HUDECA_0000002","gemellus muscle","organ"
UBERON_0019202_HUDECA_0000002,"","","HUDECA_0000002","inferior gemellus muscle","organ"
UBERON_0019203_HUDECA_0000002,"","","HUDECA_0000002","superior gemellus muscle","organ"
UBERON_0019253_UBERON_0004765,"","","UBERON_0004765","upper secondary incisor tooth","organ"
UBERON_0019319_HUDECA_0000002,"","","HUDECA_0000002","exocrine gland of integumental system","organ"
UBERON_0034670_HUDECA_0000002,"","tissue","HUDECA_0000002","palatal taste bud","organ"
UBERON_0034681_HUDECA_0000002,"","","HUDECA_0000002","vocal organ","organ"
UBERON_0034717_HUDECA_0000002,"","tissue","HUDECA_0000002","integumental taste bud","organ"
UBERON_0034719_HUDECA_0000002,"","tissue","HUDECA_0000002","lip taste bud","organ"
UBERON_0034721_HUDECA_0000002,"","tissue","HUDECA_0000002","pharyngeal taste bud","organ"
UBERON_0034722_HUDECA_0000002,"","tissue","HUDECA_0000002","mouth roof taste bud","organ"
UBERON_0034736_HUDECA_0000002,"","","HUDECA_0000002","coracoclavicular ligament","organ"
UBERON_0034908_HUDECA_0000002,"","","HUDECA_0000002","scapular muscle","organ"
UBERON_0034972_HUDECA_0000002,"","","HUDECA_0000002","jugular body","organ"
UBERON_0034978_HUDECA_0000002,"","","HUDECA_0000002","paraganglion (generic)","organ"
UBERON_0034979_HUDECA_0000002,"","","HUDECA_0000002","nonchromaffin paraganglion","organ"
UBERON_0035007_UBERON_0004765,"","","UBERON_0004765","nasal concha cartilage","organ"
UBERON_0035032_HUDECA_0000002,"","organ part - ","HUDECA_0000002","abdominal oblique muscle","organ"
UBERON_0035083_UBERON_0004765,"","","UBERON_0004765","transverse process-bearing vertebra","organ"
UBERON_0035091_HUDECA_0000002,"","","HUDECA_0000002","extrinsic post-anal tail muscle","organ"
UBERON_0035097_HUDECA_0000002,"","","HUDECA_0000002","iliocaudalis muscle","organ"
